"";"Animal";"Component";"Value";"cgroups"
"613";"6833";"O2";0,338795125;"O2"
"614";"6833";"O2";0,338795125;"O2"
"615";"6833";"O2";0,338795125;"O2"
"616";"6833";"O2";0,338795125;"O2"
"617";"6833";"O2";0,338795125;"O2"
"618";"6833";"O2";0,338795125;"O2"
"619";"6833";"O2";0,338795125;"O2"
"620";"6833";"O2";0,338795125;"O2"
"621";"6833";"O2";0,338795125;"O2"
"622";"6833";"O2";0,338795125;"O2"
"623";"6833";"O2";0,338795125;"O2"
"624";"6833";"O2";0,338795125;"O2"
"625";"6833";"O2";0,338795125;"O2"
"626";"6833";"O2";0,338795125;"O2"
"627";"6833";"O2";0,338795125;"O2"
"628";"6833";"O2";0,338795125;"O2"
"629";"6833";"O2";0,338795125;"O2"
"630";"6833";"O2";0,338795125;"O2"
"631";"6833";"O2";0,338795125;"O2"
"632";"6833";"O2";0,338795125;"O2"
"633";"6833";"O2";0,338795125;"O2"
"634";"6833";"O2";0,338795125;"O2"
"635";"6833";"O2";0,338795125;"O2"
"636";"6833";"O2";0,338795125;"O2"
"637";"6833";"O2";0,338795125;"O2"
"638";"6833";"O2";0,338795125;"O2"
"639";"6833";"O2";0,338795125;"O2"
"640";"6833";"O2";0,338795125;"O2"
"641";"6833";"O2";0,338795125;"O2"
"642";"6833";"O2";0,338795125;"O2"
"643";"6833";"O2";0,338795125;"O2"
"644";"6833";"O2";0,338795125;"O2"
"645";"6833";"O2";0,338795125;"O2"
"646";"6833";"O2";0,338795125;"O2"
"647";"6833";"O2";0,338795125;"O2"
"648";"6833";"O2";0,338795125;"O2"
"649";"6834";"CO2";0,325631825;"6834"
"650";"6834";"CO2";0,325631825;"6834"
"651";"6834";"CO2";0,325631825;"6834"
"652";"6834";"CO2";0,325631825;"6834"
"653";"6834";"CO2";0,325631825;"6834"
"654";"6834";"CO2";0,325631825;"6834"
"655";"6834";"CO2";0,325631825;"6834"
"656";"6834";"CO2";0,325631825;"6834"
"657";"6834";"CO2";0,325631825;"6834"
"658";"6834";"CO2";0,325631825;"6834"
"659";"6834";"CO2";0,325631825;"6834"
"660";"6834";"CO2";0,325631825;"6834"
"661";"6834";"CO2";0,325631825;"6834"
"662";"6834";"CO2";0,325631825;"6834"
"663";"6834";"CO2";0,325631825;"6834"
"664";"6834";"CO2";0,325631825;"6834"
"665";"6834";"CO2";0,325631825;"6834"
"666";"6834";"CO2";0,325631825;"6834"
"667";"6834";"CO2";0,325631825;"6834"
"668";"6834";"CO2";0,325631825;"6834"
"669";"6834";"CO2";0,325631825;"6834"
"670";"6834";"CO2";0,325631825;"6834"
"671";"6834";"CO2";0,325631825;"6834"
"672";"6834";"CO2";0,325631825;"6834"
"673";"6834";"CO2";0,325631825;"6834"
"674";"6834";"CO2";0,325631825;"6834"
"675";"6834";"CO2";0,325631825;"6834"
"676";"6834";"CO2";0,325631825;"6834"
"677";"6834";"CO2";0,325631825;"6834"
"678";"6834";"CO2";0,325631825;"6834"
"679";"6834";"CO2";0,325631825;"6834"
"680";"6834";"CO2";0,325631825;"6834"
"681";"6834";"CO2";0,325631825;"6834"
"682";"6834";"CO2";0,325631825;"6834"
"683";"6834";"CO2";0,325631825;"6834"
"684";"6834";"CO2";0,325631825;"6834"
"685";"6834";"CO2";0,325631825;"6834"
"686";"6834";"CO2";0,325631825;"6834"
"687";"6834";"CO2";0,325631825;"6834"
"688";"6834";"CO2";0,325631825;"6834"
"689";"6834";"CO2";0,325631825;"6834"
"690";"6834";"CO2";0,325631825;"6834"
"691";"6834";"CO2";0,325631825;"6834"
"692";"6834";"CO2";0,325631825;"6834"
"693";"6834";"CO2";0,325631825;"6834"
"694";"6834";"CO2";0,325631825;"6834"
"695";"6834";"CO2";0,325631825;"6834"
"696";"6834";"CO2";0,325631825;"6834"
"697";"6834";"CO2";0,325631825;"6834"
"698";"6834";"CO2";0,325631825;"6834"
"699";"6834";"CO2";0,325631825;"6834"
"700";"6834";"CO2";0,325631825;"6834"
"701";"6834";"CO2";0,325631825;"6834"
"702";"6834";"CO2";0,325631825;"6834"
"703";"6834";"CO2";0,325631825;"6834"
"704";"6834";"CO2";0,325631825;"6834"
"705";"6834";"CO2";0,325631825;"6834"
"706";"6834";"CO2";0,325631825;"6834"
"707";"6834";"CO2";0,325631825;"6834"
"708";"6834";"CO2";0,325631825;"6834"
"709";"6834";"CO2";0,325631825;"6834"
"710";"6834";"CO2";0,325631825;"6834"
"711";"6834";"CO2";0,325631825;"6834"
"712";"6834";"CO2";0,325631825;"6834"
"713";"6834";"CO2";0,325631825;"6834"
"714";"6834";"CO2";0,325631825;"6834"
"715";"6834";"CO2";0,325631825;"6834"
"716";"6834";"CO2";0,325631825;"6834"
"717";"6834";"CO2";0,325631825;"6834"
"718";"6834";"CO2";0,325631825;"6834"
"719";"6834";"CO2";0,325631825;"6834"
"720";"6834";"CO2";0,325631825;"6834"
"721";"6834";"CO2";0,325631825;"6834"
"722";"6834";"CO2";0,325631825;"6834"
"723";"6834";"CO2";0,325631825;"6834"
"724";"6834";"CO2";0,325631825;"6834"
"725";"6834";"CO2";0,325631825;"6834"
"726";"6834";"CO2";0,325631825;"6834"
"727";"6834";"CO2";0,325631825;"6834"
"728";"6834";"CO2";0,325631825;"6834"
"729";"6834";"CO2";0,325631825;"6834"
"730";"6834";"CO2";0,325631825;"6834"
"731";"6834";"CO2";0,325631825;"6834"
"732";"6834";"CO2";0,325631825;"6834"
"733";"6834";"CO2";0,325631825;"6834"
"734";"6834";"CO2";0,325631825;"6834"
"735";"6834";"CO2";0,325631825;"6834"
"736";"6834";"CO2";0,325631825;"6834"
"737";"6834";"CO2";0,325631825;"6834"
"738";"6834";"CO2";0,325631825;"6834"
"739";"6834";"CO2";0,325631825;"6834"
"740";"6834";"CO2";0,325631825;"6834"
"741";"6834";"CO2";0,325631825;"6834"
"742";"6834";"CO2";0,325631825;"6834"
"743";"6834";"CO2";0,325631825;"6834"
"744";"6834";"CO2";0,325631825;"6834"
"745";"6834";"CO2";0,325631825;"6834"
"746";"6834";"CO2";0,325631825;"6834"
"747";"6834";"CO2";0,325631825;"6834"
"748";"6834";"CO2";0,325631825;"6834"
"749";"6834";"CO2";0,325631825;"6834"
"750";"6834";"CO2";0,325631825;"6834"
"751";"6834";"CO2";0,325631825;"6834"
"752";"6834";"CO2";0,325631825;"6834"
"753";"6834";"CO2";0,325631825;"6834"
"754";"6834";"CO2";0,325631825;"6834"
"755";"6834";"CO2";0,325631825;"6834"
"756";"6834";"CO2";0,325631825;"6834"
"757";"6834";"CO2";0,325631825;"6834"
"758";"6834";"CO2";0,325631825;"6834"
"759";"6834";"CO2";0,325631825;"6834"
"760";"6834";"CO2";0,325631825;"6834"
"761";"6834";"CO2";0,325631825;"6834"
"762";"6834";"CO2";0,325631825;"6834"
"763";"6834";"CO2";0,325631825;"6834"
"764";"6834";"CO2";0,325631825;"6834"
"765";"6834";"CO2";0,325631825;"6834"
"766";"6834";"CO2";0,325631825;"6834"
"767";"6834";"CO2";0,325631825;"6834"
"768";"6834";"CO2";0,325631825;"6834"
"769";"6834";"CO2";0,325631825;"6834"
"770";"6834";"CO2";0,325631825;"6834"
"771";"6834";"CO2";0,325631825;"6834"
"772";"6834";"CO2";0,325631825;"6834"
"773";"6834";"CO2";0,325631825;"6834"
"774";"6834";"CO2";0,325631825;"6834"
"775";"6834";"CO2";0,325631825;"6834"
"776";"6834";"CO2";0,325631825;"6834"
"777";"6834";"CO2";0,325631825;"6834"
"778";"6834";"CO2";0,325631825;"6834"
"779";"6834";"CO2";0,325631825;"6834"
"780";"6834";"CO2";0,325631825;"6834"
"781";"6834";"CO2";0,325631825;"6834"
"782";"6834";"CO2";0,325631825;"6834"
"783";"6834";"CO2";0,325631825;"6834"
"784";"6834";"CO2";0,325631825;"6834"
"785";"6834";"CO2";0,325631825;"6834"
"786";"6834";"CO2";0,325631825;"6834"
"787";"6834";"CO2";0,325631825;"6834"
"788";"6834";"CO2";0,325631825;"6834"
"789";"6834";"CO2";0,325631825;"6834"
"790";"6834";"CO2";0,325631825;"6834"
"791";"6834";"CO2";0,325631825;"6834"
"792";"6834";"CO2";0,325631825;"6834"
"793";"6834";"CO2";0,325631825;"6834"
"794";"6834";"CO2";0,325631825;"6834"
"795";"6834";"CO2";0,325631825;"6834"
"796";"6834";"CO2";0,325631825;"6834"
"797";"6834";"CO2";0,325631825;"6834"
"798";"6834";"CO2";0,325631825;"6834"
"799";"6834";"CO2";0,325631825;"6834"
"800";"6834";"CO2";0,325631825;"6834"
"801";"6834";"CO2";0,325631825;"6834"
"802";"6834";"CO2";0,325631825;"6834"
"803";"6834";"CO2";0,325631825;"6834"
"804";"6834";"CO2";0,325631825;"6834"
"805";"6834";"CO2";0,325631825;"6834"
"806";"6834";"CO2";0,325631825;"6834"
"807";"6834";"CO2";0,325631825;"6834"
"808";"6834";"CO2";0,325631825;"6834"
"809";"6834";"CO2";0,325631825;"6834"
"810";"6834";"CO2";0,325631825;"6834"
"811";"6834";"CO2";0,325631825;"CO2"
"812";"6834";"CO2";0,325631825;"CO2"
"813";"6834";"CO2";0,325631825;"CO2"
"814";"6834";"CO2";0,325631825;"CO2"
"815";"6834";"CO2";0,325631825;"CO2"
"816";"6834";"CO2";0,325631825;"CO2"
"817";"6834";"CO2";0,325631825;"CO2"
"818";"6834";"CO2";0,325631825;"CO2"
"819";"6834";"CO2";0,325631825;"CO2"
"820";"6834";"CO2";0,325631825;"CO2"
"821";"6834";"CO2";0,325631825;"CO2"
"822";"6834";"CO2";0,325631825;"CO2"
"823";"6834";"CO2";0,325631825;"CO2"
"824";"6834";"CO2";0,325631825;"CO2"
"825";"6834";"CO2";0,325631825;"CO2"
"826";"6834";"CO2";0,325631825;"CO2"
"827";"6834";"CO2";0,325631825;"CO2"
"828";"6834";"CO2";0,325631825;"CO2"
"829";"6834";"CO2";0,325631825;"CO2"
"830";"6834";"CO2";0,325631825;"CO2"
"831";"6834";"CO2";0,325631825;"CO2"
"832";"6834";"CO2";0,325631825;"CO2"
"833";"6834";"CO2";0,325631825;"CO2"
"834";"6834";"CO2";0,325631825;"CO2"
"835";"6834";"CO2";0,325631825;"CO2"
"836";"6834";"CO2";0,325631825;"CO2"
"837";"6834";"CO2";0,325631825;"CO2"
"838";"6834";"CO2";0,325631825;"CO2"
"839";"6834";"CO2";0,325631825;"CO2"
"840";"6834";"CO2";0,325631825;"CO2"
"841";"6834";"CO2";0,325631825;"CO2"
"842";"6834";"CO2";0,325631825;"CO2"
"843";"6834";"CO2";0,325631825;"CO2"
"844";"6834";"CO2";0,325631825;"CO2"
"845";"6834";"CO2";0,325631825;"CO2"
"846";"6834";"CO2";0,325631825;"CO2"
"847";"6834";"CO2";0,325631825;"CO2"
"848";"6834";"CO2";0,325631825;"CO2"
"849";"6834";"CO2";0,325631825;"CO2"
"850";"6834";"CO2";0,325631825;"CO2"
"851";"6834";"CO2";0,325631825;"CO2"
"852";"6834";"CO2";0,325631825;"CO2"
"853";"6834";"CO2";0,325631825;"CO2"
"854";"6834";"CO2";0,325631825;"CO2"
"855";"6834";"CO2";0,325631825;"CO2"
"856";"6834";"CO2";0,325631825;"CO2"
"857";"6834";"CO2";0,325631825;"CO2"
"858";"6834";"CO2";0,325631825;"CO2"
"859";"6834";"CO2";0,325631825;"CO2"
"860";"6834";"CO2";0,325631825;"CO2"
"861";"6834";"CO2";0,325631825;"CO2"
"862";"6834";"CO2";0,325631825;"CO2"
"863";"6834";"CO2";0,325631825;"CO2"
"864";"6834";"CO2";0,325631825;"CO2"
"865";"6834";"CO2";0,325631825;"CO2"
"866";"6834";"CO2";0,325631825;"CO2"
"867";"6834";"CO2";0,325631825;"CO2"
"868";"6834";"CO2";0,325631825;"CO2"
"869";"6834";"CO2";0,325631825;"CO2"
"870";"6834";"CO2";0,325631825;"CO2"
"871";"6834";"CO2";0,325631825;"CO2"
"872";"6834";"CO2";0,325631825;"CO2"
"873";"6834";"CO2";0,325631825;"CO2"
"874";"6834";"CO2";0,325631825;"CO2"
"875";"6834";"CO2";0,325631825;"CO2"
"876";"6834";"CO2";0,325631825;"CO2"
"877";"6834";"CO2";0,325631825;"CO2"
"878";"6834";"CO2";0,325631825;"CO2"
"879";"6834";"CO2";0,325631825;"CO2"
"880";"6834";"CO2";0,325631825;"CO2"
"881";"6834";"CO2";0,325631825;"CO2"
"882";"6834";"CO2";0,325631825;"CO2"
"883";"6834";"CO2";0,325631825;"CO2"
"884";"6834";"CO2";0,325631825;"CO2"
"885";"6834";"CO2";0,325631825;"CO2"
"886";"6834";"CO2";0,325631825;"CO2"
"887";"6834";"CO2";0,325631825;"CO2"
"888";"6834";"CO2";0,325631825;"CO2"
"889";"6834";"CO2";0,325631825;"CO2"
"890";"6834";"CO2";0,325631825;"CO2"
"891";"6834";"CO2";0,325631825;"CO2"
"892";"6834";"CO2";0,325631825;"CO2"
"893";"6834";"CO2";0,325631825;"CO2"
"894";"6834";"CO2";0,325631825;"CO2"
"895";"6834";"CO2";0,325631825;"CO2"
"896";"6834";"CO2";0,325631825;"CO2"
"897";"6834";"CO2";0,325631825;"CO2"
"898";"6834";"CO2";0,325631825;"CO2"
"899";"6834";"CO2";0,325631825;"CO2"
"900";"6834";"CO2";0,325631825;"CO2"
"901";"6834";"CO2";0,325631825;"CO2"
"902";"6834";"CO2";0,325631825;"CO2"
"903";"6834";"CO2";0,325631825;"CO2"
"904";"6834";"CO2";0,325631825;"CO2"
"905";"6834";"CO2";0,325631825;"CO2"
"906";"6834";"CO2";0,325631825;"CO2"
"907";"6834";"CO2";0,325631825;"CO2"
"908";"6834";"CO2";0,325631825;"CO2"
"909";"6834";"CO2";0,325631825;"CO2"
"910";"6834";"CO2";0,325631825;"CO2"
"911";"6834";"CO2";0,325631825;"CO2"
"912";"6834";"CO2";0,325631825;"CO2"
"913";"6834";"CO2";0,325631825;"CO2"
"914";"6834";"CO2";0,325631825;"CO2"
"915";"6834";"CO2";0,325631825;"CO2"
"916";"6834";"CO2";0,325631825;"CO2"
"917";"6834";"CO2";0,325631825;"CO2"
"918";"6834";"CO2";0,325631825;"CO2"
"919";"6834";"CO2";0,325631825;"CO2"
"920";"6834";"CO2";0,325631825;"CO2"
"921";"6834";"CO2";0,325631825;"CO2"
"922";"6834";"CO2";0,325631825;"CO2"
"923";"6834";"CO2";0,325631825;"CO2"
"924";"6834";"CO2";0,325631825;"CO2"
"925";"6834";"CO2";0,325631825;"CO2"
"926";"6834";"CO2";0,325631825;"CO2"
"927";"6834";"CO2";0,325631825;"CO2"
"928";"6834";"CO2";0,325631825;"CO2"
"929";"6834";"CO2";0,325631825;"CO2"
"930";"6834";"CO2";0,325631825;"CO2"
"931";"6834";"CO2";0,325631825;"CO2"
"932";"6834";"CO2";0,325631825;"CO2"
"933";"6834";"CO2";0,325631825;"CO2"
"934";"6834";"CO2";0,325631825;"CO2"
"935";"6834";"CO2";0,325631825;"CO2"
"936";"6834";"CO2";0,325631825;"CO2"
"937";"6834";"CO2";0,325631825;"CO2"
"938";"6834";"CO2";0,325631825;"CO2"
"939";"6834";"CO2";0,325631825;"CO2"
"940";"6834";"CO2";0,325631825;"CO2"
"941";"6834";"CO2";0,325631825;"CO2"
"942";"6834";"CO2";0,325631825;"CO2"
"943";"6834";"CO2";0,325631825;"CO2"
"944";"6834";"CO2";0,325631825;"CO2"
"945";"6834";"CO2";0,325631825;"CO2"
"946";"6834";"CO2";0,325631825;"CO2"
"947";"6834";"CO2";0,325631825;"CO2"
"948";"6834";"CO2";0,325631825;"CO2"
"949";"6834";"CO2";0,325631825;"CO2"
"950";"6834";"CO2";0,325631825;"CO2"
"951";"6834";"CO2";0,325631825;"CO2"
"952";"6834";"CO2";0,325631825;"CO2"
"953";"6834";"CO2";0,325631825;"CO2"
"954";"6834";"CO2";0,325631825;"CO2"
"955";"6834";"CO2";0,325631825;"CO2"
"956";"6834";"CO2";0,325631825;"CO2"
"957";"6834";"CO2";0,325631825;"CO2"
"958";"6834";"CO2";0,325631825;"CO2"
"959";"6834";"CO2";0,325631825;"CO2"
"960";"6834";"CO2";0,325631825;"CO2"
"961";"6834";"CO2";0,325631825;"CO2"
"962";"6834";"CO2";0,325631825;"CO2"
"963";"6834";"CO2";0,325631825;"CO2"
"964";"6834";"CO2";0,325631825;"CO2"
"965";"6834";"CO2";0,325631825;"CO2"
"966";"6834";"CO2";0,325631825;"CO2"
"967";"6834";"CO2";0,325631825;"CO2"
"968";"6834";"CO2";0,325631825;"CO2"
"969";"6834";"CO2";0,325631825;"CO2"
"970";"6834";"CO2";0,325631825;"CO2"
"971";"6834";"CO2";0,325631825;"CO2"
"972";"6834";"CO2";0,325631825;"CO2"
"973";"6834";"O2";0,325631825;"6834"
"974";"6834";"O2";0,325631825;"6834"
"975";"6834";"O2";0,325631825;"6834"
"976";"6834";"O2";0,325631825;"6834"
"977";"6834";"O2";0,325631825;"6834"
"978";"6834";"O2";0,325631825;"6834"
"979";"6834";"O2";0,325631825;"6834"
"980";"6834";"O2";0,325631825;"6834"
"981";"6834";"O2";0,325631825;"6834"
"982";"6834";"O2";0,325631825;"6834"
"983";"6834";"O2";0,325631825;"6834"
"984";"6834";"O2";0,325631825;"6834"
"985";"6834";"O2";0,325631825;"6834"
"986";"6834";"O2";0,325631825;"6834"
"987";"6834";"O2";0,325631825;"6834"
"988";"6834";"O2";0,325631825;"6834"
"989";"6834";"O2";0,325631825;"6834"
"990";"6834";"O2";0,325631825;"6834"
"991";"6834";"O2";0,325631825;"6834"
"992";"6834";"O2";0,325631825;"6834"
"993";"6834";"O2";0,325631825;"6834"
"994";"6834";"O2";0,325631825;"6834"
"995";"6834";"O2";0,325631825;"6834"
"996";"6834";"O2";0,325631825;"6834"
"997";"6834";"O2";0,325631825;"6834"
"998";"6834";"O2";0,325631825;"6834"
"999";"6834";"O2";0,325631825;"6834"
"1000";"6834";"O2";0,325631825;"6834"
"1001";"6834";"O2";0,325631825;"6834"
"1002";"6834";"O2";0,325631825;"6834"
"1003";"6834";"O2";0,325631825;"6834"
"1004";"6834";"O2";0,325631825;"6834"
"1005";"6834";"O2";0,325631825;"6834"
"1006";"6834";"O2";0,325631825;"6834"
"1007";"6834";"O2";0,325631825;"6834"
"1008";"6834";"O2";0,325631825;"6834"
"1009";"6834";"O2";0,325631825;"6834"
"1010";"6834";"O2";0,325631825;"6834"
"1011";"6834";"O2";0,325631825;"6834"
"1012";"6834";"O2";0,325631825;"6834"
"1013";"6834";"O2";0,325631825;"6834"
"1014";"6834";"O2";0,325631825;"6834"
"1015";"6834";"O2";0,325631825;"6834"
"1016";"6834";"O2";0,325631825;"6834"
"1017";"6834";"O2";0,325631825;"6834"
"1018";"6834";"O2";0,325631825;"6834"
"1019";"6834";"O2";0,325631825;"6834"
"1020";"6834";"O2";0,325631825;"6834"
"1021";"6834";"O2";0,325631825;"6834"
"1022";"6834";"O2";0,325631825;"6834"
"1023";"6834";"O2";0,325631825;"6834"
"1024";"6834";"O2";0,325631825;"6834"
"1025";"6834";"O2";0,325631825;"6834"
"1026";"6834";"O2";0,325631825;"6834"
"1027";"6834";"O2";0,325631825;"6834"
"1028";"6834";"O2";0,325631825;"6834"
"1029";"6834";"O2";0,325631825;"6834"
"1030";"6834";"O2";0,325631825;"6834"
"1031";"6834";"O2";0,325631825;"6834"
"1032";"6834";"O2";0,325631825;"6834"
"1033";"6834";"O2";0,325631825;"6834"
"1034";"6834";"O2";0,325631825;"6834"
"1035";"6834";"O2";0,325631825;"6834"
"1036";"6834";"O2";0,325631825;"6834"
"1037";"6834";"O2";0,325631825;"6834"
"1038";"6834";"O2";0,325631825;"6834"
"1039";"6834";"O2";0,325631825;"6834"
"1040";"6834";"O2";0,325631825;"6834"
"1041";"6834";"O2";0,325631825;"6834"
"1042";"6834";"O2";0,325631825;"6834"
"1043";"6834";"O2";0,325631825;"6834"
"1044";"6834";"O2";0,325631825;"6834"
"1045";"6834";"O2";0,325631825;"6834"
"1046";"6834";"O2";0,325631825;"6834"
"1047";"6834";"O2";0,325631825;"6834"
"1048";"6834";"O2";0,325631825;"6834"
"1049";"6834";"O2";0,325631825;"6834"
"1050";"6834";"O2";0,325631825;"6834"
"1051";"6834";"O2";0,325631825;"6834"
"1052";"6834";"O2";0,325631825;"6834"
"1053";"6834";"O2";0,325631825;"6834"
"1054";"6834";"O2";0,325631825;"6834"
"1055";"6834";"O2";0,325631825;"6834"
"1056";"6834";"O2";0,325631825;"6834"
"1057";"6834";"O2";0,325631825;"6834"
"1058";"6834";"O2";0,325631825;"6834"
"1059";"6834";"O2";0,325631825;"6834"
"1060";"6834";"O2";0,325631825;"6834"
"1061";"6834";"O2";0,325631825;"6834"
"1062";"6834";"O2";0,325631825;"6834"
"1063";"6834";"O2";0,325631825;"6834"
"1064";"6834";"O2";0,325631825;"6834"
"1065";"6834";"O2";0,325631825;"6834"
"1066";"6834";"O2";0,325631825;"6834"
"1067";"6834";"O2";0,325631825;"6834"
"1068";"6834";"O2";0,325631825;"6834"
"1069";"6834";"O2";0,325631825;"6834"
"1070";"6834";"O2";0,325631825;"6834"
"1071";"6834";"O2";0,325631825;"6834"
"1072";"6834";"O2";0,325631825;"6834"
"1073";"6834";"O2";0,325631825;"6834"
"1074";"6834";"O2";0,325631825;"6834"
"1075";"6834";"O2";0,325631825;"6834"
"1076";"6834";"O2";0,325631825;"6834"
"1077";"6834";"O2";0,325631825;"6834"
"1078";"6834";"O2";0,325631825;"6834"
"1079";"6834";"O2";0,325631825;"6834"
"1080";"6834";"O2";0,325631825;"6834"
"1081";"6834";"O2";0,325631825;"6834"
"1082";"6834";"O2";0,325631825;"6834"
"1083";"6834";"O2";0,325631825;"6834"
"1084";"6834";"O2";0,325631825;"6834"
"1085";"6834";"O2";0,325631825;"6834"
"1086";"6834";"O2";0,325631825;"6834"
"1087";"6834";"O2";0,325631825;"6834"
"1088";"6834";"O2";0,325631825;"6834"
"1089";"6834";"O2";0,325631825;"6834"
"1090";"6834";"O2";0,325631825;"6834"
"1091";"6834";"O2";0,325631825;"6834"
"1092";"6834";"O2";0,325631825;"6834"
"1093";"6834";"O2";0,325631825;"6834"
"1094";"6834";"O2";0,325631825;"6834"
"1095";"6834";"O2";0,325631825;"6834"
"1096";"6834";"O2";0,325631825;"6834"
"1097";"6834";"O2";0,325631825;"6834"
"1098";"6834";"O2";0,325631825;"6834"
"1099";"6834";"O2";0,325631825;"6834"
"1100";"6834";"O2";0,325631825;"6834"
"1101";"6834";"O2";0,325631825;"6834"
"1102";"6834";"O2";0,325631825;"6834"
"1103";"6834";"O2";0,325631825;"6834"
"1104";"6834";"O2";0,325631825;"6834"
"1105";"6834";"O2";0,325631825;"6834"
"1106";"6834";"O2";0,325631825;"6834"
"1107";"6834";"O2";0,325631825;"6834"
"1108";"6834";"O2";0,325631825;"6834"
"1109";"6834";"O2";0,325631825;"6834"
"1110";"6834";"O2";0,325631825;"6834"
"1111";"6834";"O2";0,325631825;"6834"
"1112";"6834";"O2";0,325631825;"6834"
"1113";"6834";"O2";0,325631825;"6834"
"1114";"6834";"O2";0,325631825;"6834"
"1115";"6834";"O2";0,325631825;"6834"
"1116";"6834";"O2";0,325631825;"6834"
"1117";"6834";"O2";0,325631825;"6834"
"1118";"6834";"O2";0,325631825;"6834"
"1119";"6834";"O2";0,325631825;"6834"
"1120";"6834";"O2";0,325631825;"6834"
"1121";"6834";"O2";0,325631825;"6834"
"1122";"6834";"O2";0,325631825;"6834"
"1123";"6834";"O2";0,325631825;"6834"
"1124";"6834";"O2";0,325631825;"6834"
"1125";"6834";"O2";0,325631825;"6834"
"1126";"6834";"O2";0,325631825;"6834"
"1127";"6834";"O2";0,325631825;"6834"
"1128";"6834";"O2";0,325631825;"6834"
"1129";"6834";"O2";0,325631825;"6834"
"1130";"6834";"O2";0,325631825;"6834"
"1131";"6834";"O2";0,325631825;"6834"
"1132";"6834";"O2";0,325631825;"6834"
"1133";"6834";"O2";0,325631825;"6834"
"1134";"6834";"O2";0,325631825;"6834"
"1135";"6834";"O2";0,325631825;"O2"
"1136";"6834";"O2";0,325631825;"O2"
"1137";"6834";"O2";0,325631825;"O2"
"1138";"6834";"O2";0,325631825;"O2"
"1139";"6834";"O2";0,325631825;"O2"
"1140";"6834";"O2";0,325631825;"O2"
"1141";"6834";"O2";0,325631825;"O2"
"1142";"6834";"O2";0,325631825;"O2"
"1143";"6834";"O2";0,325631825;"O2"
"1144";"6834";"O2";0,325631825;"O2"
"1145";"6834";"O2";0,325631825;"O2"
"1146";"6834";"O2";0,325631825;"O2"
"1147";"6834";"O2";0,325631825;"O2"
"1148";"6834";"O2";0,325631825;"O2"
"1149";"6834";"O2";0,325631825;"O2"
"1150";"6834";"O2";0,325631825;"O2"
"1151";"6834";"O2";0,325631825;"O2"
"1152";"6834";"O2";0,325631825;"O2"
"1153";"6834";"O2";0,325631825;"O2"
"1154";"6834";"O2";0,325631825;"O2"
"1155";"6834";"O2";0,325631825;"O2"
"1156";"6834";"O2";0,325631825;"O2"
"1157";"6834";"O2";0,325631825;"O2"
"1158";"6834";"O2";0,325631825;"O2"
"1159";"6834";"O2";0,325631825;"O2"
"1160";"6834";"O2";0,325631825;"O2"
"1161";"6834";"O2";0,325631825;"O2"
"1162";"6834";"O2";0,325631825;"O2"
"1163";"6834";"O2";0,325631825;"O2"
"1164";"6834";"O2";0,325631825;"O2"
"1165";"6834";"O2";0,325631825;"O2"
"1166";"6834";"O2";0,325631825;"O2"
"1167";"6834";"O2";0,325631825;"O2"
"1168";"6834";"O2";0,325631825;"O2"
"1169";"6834";"O2";0,325631825;"O2"
"1170";"6834";"O2";0,325631825;"O2"
"1171";"6834";"O2";0,325631825;"O2"
"1172";"6834";"O2";0,325631825;"O2"
"1173";"6834";"O2";0,325631825;"O2"
"1174";"6834";"O2";0,325631825;"O2"
"1175";"6834";"O2";0,325631825;"O2"
"1176";"6834";"O2";0,325631825;"O2"
"1177";"6834";"O2";0,325631825;"O2"
"1178";"6834";"O2";0,325631825;"O2"
"1179";"6834";"O2";0,325631825;"O2"
"1180";"6834";"O2";0,325631825;"O2"
"1181";"6834";"O2";0,325631825;"O2"
"1182";"6834";"O2";0,325631825;"O2"
"1183";"6834";"O2";0,325631825;"O2"
"1184";"6834";"O2";0,325631825;"O2"
"1185";"6834";"O2";0,325631825;"O2"
"1186";"6834";"O2";0,325631825;"O2"
"1187";"6834";"O2";0,325631825;"O2"
"1188";"6834";"O2";0,325631825;"O2"
"1189";"6834";"O2";0,325631825;"O2"
"1190";"6834";"O2";0,325631825;"O2"
"1191";"6834";"O2";0,325631825;"O2"
"1192";"6834";"O2";0,325631825;"O2"
"1193";"6834";"O2";0,325631825;"O2"
"1194";"6834";"O2";0,325631825;"O2"
"1195";"6834";"O2";0,325631825;"O2"
"1196";"6834";"O2";0,325631825;"O2"
"1197";"6834";"O2";0,325631825;"O2"
"1198";"6834";"O2";0,325631825;"O2"
"1199";"6834";"O2";0,325631825;"O2"
"1200";"6834";"O2";0,325631825;"O2"
"1201";"6834";"O2";0,325631825;"O2"
"1202";"6834";"O2";0,325631825;"O2"
"1203";"6834";"O2";0,325631825;"O2"
"1204";"6834";"O2";0,325631825;"O2"
"1205";"6834";"O2";0,325631825;"O2"
"1206";"6834";"O2";0,325631825;"O2"
"1207";"6834";"O2";0,325631825;"O2"
"1208";"6834";"O2";0,325631825;"O2"
"1209";"6834";"O2";0,325631825;"O2"
"1210";"6834";"O2";0,325631825;"O2"
"1211";"6834";"O2";0,325631825;"O2"
"1212";"6834";"O2";0,325631825;"O2"
"1213";"6834";"O2";0,325631825;"O2"
"1214";"6834";"O2";0,325631825;"O2"
"1215";"6834";"O2";0,325631825;"O2"
